HomeTeam,AwayTeam,HomeConference,AwayConference,HomeConfPower,AwayConfPower,HomeActualScore,AwayActualScore,HomeMostLikely,AwayMostLikely,HomeMean,AwayMean,HomeWinProbability,AwayWinProbability,HomeWins,HomeLoses,AwayWins,AwayLoses,Date
Princeton,Yale,Ivy,Ivy,0.191,0.191,2,5,5,4,5.53,5.39,54,45,1,7,3,3,20240331
Elon,Campbell,CAA,CAA,0.395,0.395,13,12,6,8,6.99,9.47,38,62,5,6,4,7,20240331
Towson,Hofstra,CAA,CAA,0.395,0.395,10,8,6,7,6.60,7.37,48,52,3,5,3,7,20240331
Holy Cross,Bucknell,PL,PL,0.348,0.348,15,4,7,6,7.31,7.54,52,48,3,4,5,4,20240331
Indiana St,IL Chicago,MVC,MVC,0.381,0.381,4,1,6,4,7.47,4.68,74,26,5,6,2,10,20240331
Lehigh,Army,PL,PL,0.348,0.348,4,6,3,5,3.40,5.88,29,71,2,4,2,7,20240331
Navy,Lafayette,PL,PL,0.348,0.348,6,3,7,5,7.69,5.34,70,30,3,6,1,9,20240331
Northeastern,Monmouth NJ,CAA,CAA,0.395,0.395,7,2,7,3,8.06,3.96,81,19,4,4,3,7,20240331
NJIT,MA Lowell,AEC,AEC,0.361,0.361,3,7,6,5,6.82,6.64,54,46,5,5,3,6,20240331
NC A&T,UNC Wilmington,CAA,CAA,0.395,0.395,6,14,4,7,4.40,8.02,27,73,3,6,7,5,20240331
West Virginia,Oklahoma St,B12,B12,0.703,0.703,15,10,5,6,5.27,6.52,43,57,11,0,6,4,20240331
Wake Forest,North Carolina,ACC,ACC,0.772,0.772,10,14,6,5,6.38,6.23,54,46,10,3,12,0,20240331
Michigan,Maryland,B10,B10,0.604,0.604,9,4,6,5,6.29,6.60,51,49,6,4,6,5,20240331
Ohio St,Purdue,B10,B10,0.604,0.604,1,7,6,5,7.15,6.78,56,44,1,8,11,1,20240331
Michigan St,Rutgers,B10,B10,0.604,0.604,3,2,5,6,5.84,6.84,46,54,9,1,4,7,20240331
Missouri St,Illinois St,MVC,MVC,0.381,0.381,2,11,7,6,7.84,6.51,62,38,4,6,2,7,20240331
Valparaiso,Bradley,MVC,MVC,0.381,0.381,13,2,6,5,7.14,6.57,57,43,2,6,2,7,20240331
Iowa,Minnesota,B10,B10,0.604,0.604,10,4,7,5,7.80,5.68,68,32,4,6,4,5,20240331
Mississippi,Kentucky,SEC,SEC,0.857,0.857,1,15,5,6,5.80,7.28,42,58,10,1,9,1,20240331
Florida,Mississippi St,SEC,SEC,0.857,0.857,4,3,5,4,6.10,5.39,59,41,11,1,7,4,20240331
Northwestern,Nebraska,B10,B10,0.604,0.604,7,8,4,7,4.33,7.34,30,70,5,5,4,6,20240331
Southern Univ,Prairie View,SWAC,SWAC,0.231,0.231,22,12,7,6,8.24,7.87,55,45,6,4,4,8,20240331
Toledo,Oakland,MAC,HL,0.376,0.21,3,2,6,5,7.18,5.95,62,38,4,6,2,10,20240401
Connecticut,Central Conn,BE,NEC,0.4,0.13,14,6,8,3,9.39,3.98,86,14,2,7,2,1,20240401
Loy Marymount,Pepperdine,WCC,WCC,0.397,0.397,3,13,7,5,7.96,5.92,67,33,7,5,3,9,20240401
Texas Tech,Stanford,B12,ACC,0.703,0.772,10,9,7,6,7.86,6.65,61,39,2,7,10,2,20240401
LSU,Southern Univ,SEC,SWAC,0.857,0.231,7,12,11,1,12.87,2.16,98,2,11,1,6,4,20240401
Utah,Utah Valley,B12,WAC,0.703,0.473,10,1,7,5,8.67,6.21,68,32,10,2,4,8,20240401
CS Sacramento,San Francisco,WAC,WCC,0.473,0.397,7,1,5,4,5.53,4.25,65,35,7,5,6,6,20240401
UC San Diego,UC Riverside,BWC,BWC,0.556,0.556,20,2,7,4,8.68,5.08,77,23,7,4,8,5,20240401
Merrimack,Holy Cross,MAAC,PL,0.321,0.348,8,4,7,6,7.44,7.47,53,47,1,9,3,4,20240402
Ball St,Bellarmine,MAC,ASUN,0.376,0.374,7,2,9,5,9.71,5.46,78,22,6,5,1,9,20240402
Norfolk St,VMI,NEC,SC,0.13,0.644,7,6,3,9,4.39,10.65,18,82,0,8,10,1,20240402
Northeastern,Massachusetts,CAA,A10,0.395,0.488,12,1,7,3,9.08,4.11,83,17,4,4,3,3,20240402
Harvard,Boston College,Ivy,ACC,0.191,0.772,9,17,4,7,4.89,8.70,27,73,0,6,4,4,20240402
Siena,SUNY Albany,MAAC,AEC,0.321,0.361,12,17,6,5,6.63,6.88,51,49,1,8,3,4,20240402
Brown,Bryant,Ivy,AEC,0.191,0.361,2,14,5,7,5.57,7.49,39,61,0,7,3,5,20240402
Liberty,Duke,CUSA,ACC,0.619,0.772,4,9,4,7,4.62,7.77,30,70,7,4,7,5,20240402
Michigan,E Michigan,B10,MAC,0.604,0.376,18,6,8,5,9.13,5.37,76,24,6,4,4,6,20240402
Ark Pine Bluff,Jackson St,SWAC,SWAC,0.231,0.231,4,14,4,7,5.14,9.05,28,72,0,12,9,2,20240402
Missouri St,SE Missouri St,MVC,OVC,0.381,0.444,10,3,7,6,7.52,6.64,59,41,4,6,6,5,20240402
St Louis,SIUE,A10,OVC,0.488,0.444,5,4,7,5,7.54,5.42,68,32,5,6,2,9,20240402
Texas Tech,Stanford,B12,ACC,0.703,0.772,15,12,7,6,7.86,6.65,61,39,2,7,10,2,20240402
Citadel,Winthrop,SC,BSo,0.644,0.515,3,4,5,4,5.67,4.96,59,41,7,4,7,4,20240402
MA Lowell,Dartmouth,AEC,Ivy,0.361,0.191,2,7,7,5,7.90,5.76,68,32,3,6,0,6,20240402
UNC Asheville,ETSU,BSo,SC,0.515,0.644,2,5,5,7,6.18,8.47,38,62,6,5,10,2,20240402
Georgia,Georgia St,SEC,SBC,0.857,0.557,10,1,8,5,9.85,6.25,73,27,13,1,9,2,20240402
William & Mary,VCU,CAA,A10,0.395,0.488,5,9,6,5,6.60,6.26,56,44,4,7,2,9,20240402
Charleston So,Wofford,BSo,SC,0.515,0.644,7,29,5,8,5.70,9.74,28,72,8,2,11,1,20240402
Charlotte,Campbell,AAC,CAA,0.593,0.395,9,13,6,7,7.44,8.23,45,55,4,6,4,7,20240402
UNC Wilmington,Coastal Car,CAA,SBC,0.395,0.557,6,4,5,6,5.62,6.60,46,54,7,5,10,2,20240402
Col Charleston,Ga Southern,CAA,SBC,0.395,0.557,13,3,6,5,6.84,6.27,57,43,7,4,6,5,20240402
NC State,East Carolina,ACC,AAC,0.772,0.593,4,12,6,5,6.53,6.04,57,43,6,5,5,6,20240402
Florida,Florida A&M,SEC,SWAC,0.857,0.231,10,7,9,2,10.25,3.02,93,7,11,1,4,7,20240402
Gardner Webb,W Carolina,BSo,SC,0.515,0.644,4,6,5,6,5.58,6.83,44,56,6,7,5,7,20240402
Mercer,Kennesaw,SC,CUSA,0.644,0.619,4,5,6,5,6.42,6.41,53,47,9,3,5,8,20240402
S Illinois,Lindenwood,MVC,OVC,0.381,0.444,8,2,6,3,7.78,3.98,80,20,8,3,6,6,20240402
Longwood,Richmond,BSo,A10,0.515,0.488,5,7,7,6,7.35,6.93,56,44,2,9,8,2,20240402
Pepperdine,Long Beach St,WCC,BWC,0.397,0.556,3,6,4,6,4.89,6.97,37,63,3,9,5,6,20240402
Georgia Tech,Presbyterian,ACC,BSo,0.772,0.515,9,8,8,4,9.34,4.75,82,18,10,2,6,6,20240402
Davidson,Queens NC,A10,ASUN,0.488,0.374,15,11,7,6,8.67,6.95,63,37,4,6,2,9,20240402
Clemson,SC Upstate,ACC,BSo,0.772,0.515,11,1,8,5,9.32,5.42,74,26,10,1,6,4,20240402
Murray St,Southern Indiana,MVC,OVC,0.381,0.444,5,10,7,5,8.20,5.36,72,28,7,0,6,5,20240402
Indiana,Indiana St,B10,MVC,0.604,0.381,16,7,6,5,6.58,6.68,52,48,6,6,5,6,20240402
Florida St,Jacksonville,ACC,ASUN,0.772,0.374,5,3,9,4,9.84,4.48,84,16,11,0,4,7,20240402
Wake Forest,UNC Greensboro,ACC,SC,0.772,0.644,9,2,7,4,8.42,4.83,77,23,10,3,5,5,20240402
Bethune-Cookman,UCF,SWAC,B12,0.231,0.703,1,14,2,7,2.82,7.93,14,86,6,6,8,3,20240402
Stetson,South Florida,ASUN,AAC,0.374,0.593,19,9,6,5,6.19,5.25,61,39,7,5,6,5,20240402
Alabama St,Troy,SWAC,SBC,0.231,0.557,3,14,4,9,4.96,10.14,23,77,5,7,11,1,20240402
McNeese St,Alcorn St,SLC,SWAC,0.648,0.231,9,7,12,2,13.15,2.56,97,3,9,1,0,9,20240402
Creighton,Nebraska,BE,B10,0.4,0.604,5,3,4,5,5.09,6.26,44,56,5,4,4,6,20240402
Evansville,Austin Peay,MVC,ASUN,0.381,0.374,13,6,8,7,9.21,7.85,60,40,3,8,8,4,20240402
Grambling,Northwestern LA,SWAC,SLC,0.231,0.648,1,4,5,8,5.93,9.51,31,69,4,7,4,7,20240402
Louisiana Tech,Ark Little Rock,CUSA,OVC,0.619,0.444,7,6,6,4,7.66,4.84,74,26,6,5,5,6,20240402
Lamar,Sam Houston St,SLC,CUSA,0.648,0.619,11,3,3,4,4.43,5.11,47,53,9,4,2,9,20240402
Missouri,TN Martin,SEC,OVC,0.857,0.444,13,3,7,3,8.66,4.17,83,17,6,6,4,6,20240402
Louisiana,Nicholls St,SBC,SLC,0.557,0.648,13,3,6,4,7.13,4.84,70,30,5,7,5,7,20240402
TAM C. Christi,Prairie View,SLC,SWAC,0.648,0.231,10,3,8,4,9.42,4.44,82,18,6,6,4,8,20240402
SE Louisiana,Southern Miss,SLC,SBC,0.648,0.557,7,6,4,6,4.91,7.80,32,68,10,2,9,3,20240402
UT Arlington,TCU,WAC,B12,0.473,0.703,6,4,3,6,3.42,7.12,23,77,3,5,7,4,20240402
Texas St,Texas A&M,SBC,SEC,0.557,0.857,2,12,4,7,4.66,8.01,28,71,7,4,6,4,20240402
Wichita St,Oklahoma,AAC,SEC,0.593,0.857,2,11,5,6,5.99,7.18,45,55,3,8,11,0,20240402
Memphis,Mississippi,AAC,SEC,0.593,0.857,9,4,4,7,4.72,7.81,31,69,7,4,10,1,20240402
Dallas Bap,Tarleton St,CUSA,WAC,0.619,0.473,8,7,6,3,7.58,3.95,80,20,8,3,4,8,20240402
Houston,Rice,B12,AAC,0.703,0.593,4,3,6,4,6.68,4.79,68,32,7,3,2,8,20240402
Baylor,Houston Chr,B12,SLC,0.703,0.648,13,5,7,4,9.04,5.11,77,23,8,3,7,3,20240402
New Orleans,South Alabama,SLC,SBC,0.648,0.557,13,3,5,6,5.94,6.91,46,54,6,4,7,5,20240402
Tulane,TX Southern,AAC,SWAC,0.593,0.231,19,1,10,3,10.91,3.78,90,10,8,3,4,8,20240402
UC Santa Barbara,Cal Baptist,BWC,WAC,0.556,0.473,8,7,5,3,6.90,4.12,75,25,9,2,4,8,20240402
Utah Valley,Utah,WAC,B12,0.473,0.703,8,13,5,7,6.32,8.36,40,60,4,8,10,2,20240402
Portland,Oregon,WCC,B10,0.397,0.604,4,7,5,6,5.26,6.42,44,56,5,6,10,2,20240402
Cal Poly,San Diego St,BWC,MWC,0.556,0.449,6,3,6,4,7.04,4.38,74,26,5,6,4,8,20240402
CS Bakersfield,Fresno St,BWC,MWC,0.556,0.449,7,6,4,5,4.90,6.26,41,58,3,9,5,6,20240402
Arizona,New Mexico,B12,MWC,0.703,0.449,9,1,7,4,8.48,5.17,74,26,7,4,8,5,20240402
Loy Marymount,UCLA,WCC,B10,0.397,0.604,1,4,5,6,5.75,6.91,44,56,7,5,9,3,20240402
San Diego,USC,WCC,B10,0.397,0.604,9,3,6,5,6.48,5.64,60,40,2,9,9,2,20240402
Oregon St,Gonzaga,I Ind,WCC,0.75,0.397,13,5,7,3,8.74,4.01,84,16,7,3,2,7,20240402
Nevada,CS Sacramento,MWC,WAC,0.449,0.473,3,7,7,6,7.26,6.75,57,43,7,5,7,5,20240402
California,Pacific,ACC,WCC,0.772,0.397,17,1,8,3,9.58,3.81,87,13,6,5,7,5,20240402
Santa Clara,San Jose St,WCC,MWC,0.397,0.449,8,11,6,5,7.00,5.88,62,38,6,4,8,3,20240402
Arizona St,Grand Canyon,B12,WAC,0.703,0.473,9,8,7,6,7.98,7.25,58,42,8,4,7,4,20240402
Mississippi St,Cent Arkansas,SEC,ASUN,0.857,0.374,6,7,6,2,7.59,2.83,89,11,7,4,4,6,20240402
Texas,Abilene Chr,SEC,WAC,0.857,0.473,11,1,6,3,7.93,4.20,79,21,9,1,7,5,20240402
Appalachian St,High Point,SBC,BSo,0.557,0.515,11,3,7,6,8.95,7.23,63,37,6,5,9,3,20240402
Incarnate Word,UT San Antonio,SLC,AAC,0.648,0.593,4,7,5,7,5.94,8.37,37,63,7,5,11,3,20240402
FGCU,Florida Intl,ASUN,CUSA,0.374,0.619,6,7,7,6,8.34,6.82,62,38,4,8,11,2,20240402
Oakland,Bowling Green,HL,MAC,0.21,0.376,21,18,7,8,7.53,8.94,45,55,2,10,5,5,20240402
Akron,Youngstown St,MAC,HL,0.376,0.21,3,4,7,6,7.79,6.80,59,41,4,7,1,10,20240403
McNeese St,Alcorn St,SLC,SWAC,0.648,0.231,11,4,12,2,13.15,2.56,97,3,9,1,0,9,20240403
Missouri,TN Martin,SEC,OVC,0.857,0.444,15,9,7,3,8.66,4.17,83,17,6,6,4,6,20240403
Elon,Wofford,CAA,SC,0.395,0.644,9,15,5,7,6.11,9.14,34,66,5,6,11,1,20240403
NC A&T,Gardner Webb,CAA,BSo,0.395,0.515,10,20,5,4,6.00,6.07,53,47,3,6,6,7,20240403
Florida St,Bethune-Cookman,ACC,SWAC,0.772,0.231,5,2,9,2,10.15,2.62,94,6,11,0,6,6,20240403
Creighton,N Dakota St,BE,SL,0.4,0.338,8,7,6,4,7.53,4.83,73,27,5,4,1,9,20240403
Jacksonville St,Troy,CUSA,SBC,0.619,0.557,10,18,5,7,5.80,8.60,35,65,10,2,11,1,20240403
Northwestern LA,ULM,SLC,SBC,0.648,0.557,6,10,5,6,6.03,6.53,49,51,4,7,5,5,20240403
Southern Indiana,Murray St,OVC,MVC,0.444,0.381,6,13,5,7,5.68,8.19,36,64,6,5,7,0,20240403
Wichita St,Kansas,AAC,B12,0.593,0.703,7,6,6,5,6.27,5.77,57,43,3,8,10,1,20240403
Missouri St,Kansas St,MVC,B12,0.381,0.703,4,8,5,6,6.21,7.11,47,53,4,6,6,5,20240403
Cal Poly,San Diego St,BWC,MWC,0.556,0.449,7,8,6,4,7.04,4.38,74,26,5,6,4,8,20240403
Lipscomb,Belmont,ASUN,MVC,0.374,0.381,5,9,6,5,6.47,6.12,56,44,3,8,1,10,20240403
UAB,Auburn,AAC,SEC,0.593,0.857,4,10,4,7,4.58,7.78,30,70,9,2,11,1,20240403
Maryland,UMBC,B10,AEC,0.604,0.361,13,12,8,4,8.93,4.70,80,20,6,5,1,5,20240403
Tennessee Tech,MTSU,OVC,CUSA,0.444,0.619,11,9,6,5,7.12,6.79,55,45,9,3,6,5,20240403
North Alabama,Alabama A&M,ASUN,SWAC,0.374,0.231,13,5,9,4,10.69,5.31,81,19,3,7,2,9,20240403
Air Force,N Colorado,MWC,SL,0.449,0.338,5,8,9,5,10.05,5.81,77,23,4,7,5,7,20240403
Samford,Alabama,SC,SEC,0.644,0.857,10,11,5,7,6.08,8.11,40,60,5,7,12,0,20240403
Virginia,North Carolina,ACC,ACC,0.772,0.772,14,11,6,5,7.10,6.76,55,44,7,3,12,0,20240404
Arkansas,Mississippi,SEC,SEC,0.857,0.857,5,2,6,4,6.28,4.34,69,31,10,1,10,1,20240404
LSU,Vanderbilt,SEC,SEC,0.857,0.857,10,6,6,5,6.59,5.48,62,38,11,1,9,3,20240404
Texas,BYU,SEC,B12,0.857,0.703,5,7,7,4,7.57,4.44,76,24,9,1,7,4,20240404
Utah Valley,Utah Tech,WAC,WAC,0.473,0.473,11,1,7,6,8.53,6.71,64,36,4,8,4,8,20240404
Utah,CS Northridge,B12,BWC,0.703,0.556,14,10,6,5,6.74,6.20,57,43,10,2,2,7,20240405
Hofstra,Delaware,CAA,CAA,0.395,0.395,4,8,6,7,6.87,8.27,44,56,3,7,5,6,20240405
Fairfield,Canisius,MAAC,MAAC,0.321,0.321,4,1,6,4,7.27,4.89,70,30,5,4,0,6,20240405
C Michigan,Toledo,MAC,MAC,0.376,0.376,2,7,5,4,5.43,5.50,53,47,2,10,4,6,20240405
Sacred Heart,Coppin St,MAAC,NEC,0.321,0.13,18,9,8,4,9.78,5.33,79,21,4,5,2,7,20240405
Stony Brook,Elon,CAA,CAA,0.395,0.395,18,2,5,4,6.12,6.43,51,49,3,6,5,6,20240405
Fordham,Richmond,A10,A10,0.488,0.488,5,2,5,6,5.69,6.53,47,53,2,9,8,2,20240405
George Mason,G Washington,A10,A10,0.488,0.488,2,3,6,5,6.80,6.56,55,45,7,4,6,4,20240405
Houston Chr,New Orleans,SLC,SLC,0.648,0.648,4,15,5,7,6.24,8.56,38,62,7,3,6,4,20240405
Quinnipiac,Iona,MAAC,MAAC,0.321,0.321,12,3,8,5,9.25,6.21,71,29,4,6,1,8,20240405
LIU Brooklyn,MD E Shore,NEC,NEC,0.13,0.13,8,5,9,4,9.92,4.48,84,16,4,8,1,11,20240405
Central Conn,Merrimack,NEC,MAAC,0.13,0.321,4,7,7,6,7.68,7.36,55,45,2,1,1,9,20240405
Miami OH,Ball St,MAC,MAC,0.376,0.376,2,3,5,6,6.11,6.57,50,50,5,6,6,5,20240405
Monmouth NJ,William & Mary,CAA,CAA,0.395,0.395,2,4,4,6,4.46,6.66,35,65,3,7,4,7,20240405
Towson,Northeastern,CAA,CAA,0.395,0.395,1,11,4,8,4.90,9.50,24,76,3,5,4,4,20240405
Pittsburgh,Georgia Tech,ACC,ACC,0.772,0.772,3,6,6,7,6.49,7.46,46,53,7,3,10,2,20240405
Rhode Island,Massachusetts,A10,A10,0.488,0.488,6,1,6,5,7.19,6.18,60,40,4,7,3,3,20240405
Rider,Siena,MAAC,MAAC,0.321,0.321,10,3,7,4,8.88,4.91,78,22,4,3,1,8,20240405
St Joseph's PA,St Louis,A10,A10,0.488,0.488,2,10,6,5,6.68,6.90,51,48,3,7,5,6,20240405
Alabama A&M,MS Valley St,SWAC,SWAC,0.231,0.231,14,4,8,7,9.26,8.32,58,42,2,9,1,4,20240405
Villanova,St John's,BE,BE,0.4,0.4,7,13,4,6,4.98,7.25,36,64,6,4,1,8,20240405
Connecticut,Xavier,BE,BE,0.4,0.4,5,9,6,5,6.68,5.50,62,38,2,7,7,5,20240405
W Illinois,E Illinois,OVC,OVC,0.444,0.444,1,4,5,7,6.14,8.24,39,61,2,7,3,6,20240405
Prairie View,Grambling,SWAC,SWAC,0.231,0.231,3,19,7,8,7.56,8.73,46,54,4,8,4,7,20240405
Army,Holy Cross,PL,PL,0.348,0.348,5,3,6,4,7.26,4.51,74,26,2,7,3,4,20240405
N Dakota St,S Dakota St,SL,SL,0.338,0.338,1,5,7,6,7.93,6.56,62,38,1,9,1,7,20240405
N Colorado,Oral Roberts,SL,SL,0.338,0.338,3,16,4,7,5.20,9.13,28,72,5,7,6,4,20240405
WI Milwaukee,Oakland,HL,HL,0.21,0.21,1,3,5,4,6.03,6.38,51,49,1,9,2,10,20240405
Boston College,Florida St,ACC,ACC,0.772,0.772,4,12,5,7,5.58,8.34,34,66,4,4,11,0,20240405
St Thomas MN,NE Omaha,SL,SL,0.338,0.338,5,6,5,6,5.72,6.25,49,51,5,3,3,8,20240405
Notre Dame,Clemson,ACC,ACC,0.772,0.772,3,7,5,6,6.06,7.31,44,56,8,1,10,1,20240405
Cincinnati,TCU,B12,B12,0.703,0.703,4,2,5,6,5.25,6.98,40,60,5,6,7,4,20240405
ETSU,Mercer,SC,SC,0.644,0.644,6,5,7,6,7.91,7.34,56,43,10,2,9,3,20240405
Belmont,Evansville,MVC,MVC,0.381,0.381,2,3,4,6,5.28,7.15,39,61,1,10,3,8,20240405
Florida A&M,Alabama St,SWAC,SWAC,0.231,0.231,10,2,6,5,7.16,6.73,56,44,4,7,5,7,20240405
UNC Asheville,High Point,BSo,BSo,0.515,0.515,6,4,6,7,6.29,7.44,45,55,6,5,9,3,20240405
IL Chicago,S Illinois,MVC,MVC,0.381,0.381,7,5,6,5,6.86,6.81,53,47,2,10,8,3,20240405
Iowa,Michigan,B10,B10,0.604,0.604,3,2,6,5,7.25,5.82,64,36,4,6,6,4,20240405
UC Davis,Hawaii,BWC,BWC,0.556,0.556,9,5,4,6,4.08,6.27,34,66,8,4,9,2,20240405
Penn St,Northwestern,B10,B10,0.604,0.604,8,4,6,5,7.74,6.28,63,37,8,1,5,5,20240405
Campbell,NC A&T,CAA,CAA,0.395,0.395,6,13,8,5,9.40,5.68,74,26,4,7,3,6,20240405
Coastal Car,Old Dominion,SBC,SBC,0.557,0.557,9,2,7,5,7.52,5.67,66,34,10,2,3,7,20240405
UNC Wilmington,Col Charleston,CAA,CAA,0.395,0.395,5,8,5,4,5.61,5.51,54,46,7,5,7,4,20240405
Duke,Miami FL,ACC,ACC,0.772,0.772,4,3,5,4,6.69,4.95,67,33,7,5,9,3,20240405
North Florida,E Kentucky,ASUN,ASUN,0.374,0.374,5,8,6,5,6.70,6.04,58,42,7,5,0,11,20240405
Kent,E Michigan,MAC,MAC,0.376,0.376,20,7,7,5,8.80,6.13,70,30,3,6,4,6,20240405
James Madison,Appalachian St,SBC,SBC,0.557,0.557,13,9,7,6,7.83,7.27,56,43,5,6,6,5,20240405
Gardner Webb,VMI,BSo,SC,0.515,0.644,4,3,6,5,6.50,6.11,56,44,6,7,10,1,20240405
St Mary's CA,Grand Canyon,WCC,WAC,0.397,0.473,11,6,5,6,5.81,6.72,46,54,8,4,7,4,20240405
Minnesota,Illinois,B10,B10,0.604,0.604,2,11,5,6,5.94,7.24,44,56,4,5,6,4,20240405
Illinois St,Valparaiso,MVC,MVC,0.381,0.381,11,1,7,5,7.35,5.47,66,34,2,7,2,6,20240405
Longwood,Charleston So,BSo,BSo,0.515,0.515,8,12,6,5,6.90,7.07,52,48,2,9,8,2,20240405
Ohio,W Michigan,MAC,MAC,0.376,0.376,5,6,5,7,5.99,7.94,40,60,3,7,0,10,20240405
Pepperdine,San Francisco,WCC,WCC,0.397,0.397,5,4,5,4,5.22,5.36,52,48,3,9,6,6,20240405
Presbyterian,Radford,BSo,BSo,0.515,0.515,4,2,6,4,6.82,4.91,68,32,6,6,5,5,20240405
Rutgers,Purdue,B10,B10,0.604,0.604,3,5,6,5,6.80,6.23,57,43,4,7,11,1,20240405
Winthrop,SC Upstate,BSo,BSo,0.515,0.515,2,5,5,7,5.70,7.83,38,62,7,4,6,4,20240405
Marshall,Texas St,SBC,SBC,0.557,0.557,7,1,4,6,4.46,6.96,33,66,5,6,7,4,20240405
UAB,Tulane,AAC,AAC,0.593,0.593,6,2,5,6,5.84,6.98,45,55,9,2,8,3,20240405
VCU,Davidson,A10,A10,0.488,0.488,10,8,7,5,7.82,5.52,69,31,2,9,4,6,20240405
Virginia Tech,Wake Forest,ACC,ACC,0.772,0.772,5,8,5,6,6.69,7.18,50,50,8,3,10,3,20240405
Wofford,UNC Greensboro,SC,SC,0.644,0.644,4,12,7,6,7.90,6.55,62,38,11,1,5,5,20240405
Murray St,Indiana St,MVC,MVC,0.381,0.381,5,4,5,7,5.52,7.46,39,61,7,0,5,6,20240405
Louisville,NC State,ACC,ACC,0.772,0.772,11,1,6,5,6.98,7.41,50,50,8,2,6,5,20240405
Virginia,North Carolina,ACC,ACC,0.772,0.772,7,2,6,5,7.10,6.76,55,44,7,3,12,0,20240405
Maryland,Indiana,B10,B10,0.604,0.604,4,15,6,5,7.01,7.27,51,49,6,5,6,6,20240405
Akron,W Carolina,MAC,SC,0.376,0.644,3,7,5,8,5.95,9.14,30,69,4,7,5,7,20240405
FGCU,Cent Arkansas,ASUN,ASUN,0.374,0.374,8,6,6,4,7.09,5.17,67,33,4,8,4,6,20240405
FL Atlantic,East Carolina,AAC,AAC,0.593,0.593,1,4,4,6,4.76,7.56,32,68,10,1,5,6,20240405
Ga Southern,Georgia St,SBC,SBC,0.557,0.557,10,6,7,6,8.01,6.53,62,37,6,5,9,2,20240405
Stetson,Kennesaw,ASUN,CUSA,0.374,0.619,8,7,5,4,5.50,5.11,57,43,7,5,5,8,20240405
South Florida,Wichita St,AAC,AAC,0.593,0.593,7,3,4,5,5.12,6.87,40,60,6,5,3,8,20240405
Creighton,Butler,BE,BE,0.4,0.4,1,5,8,4,9.48,5.19,78,22,5,4,4,6,20240405
WKU,Dallas Bap,CUSA,CUSA,0.619,0.619,4,1,3,6,3.69,6.73,28,72,10,1,8,3,20240405
Lipscomb,Queens NC,ASUN,ASUN,0.374,0.374,3,11,7,5,8.82,5.91,71,29,3,8,2,9,20240405
Missouri,Florida,SEC,SEC,0.857,0.857,2,1,4,6,5.27,7.19,38,62,6,6,11,1,20240405
Jacksonville St,Florida Intl,CUSA,CUSA,0.619,0.619,18,7,7,6,7.35,7.46,52,48,10,2,11,2,20240405
Ark Little Rock,SE Missouri St,OVC,OVC,0.444,0.444,8,2,5,6,5.85,6.83,46,54,5,6,6,5,20240405
UCF,Kansas St,B12,B12,0.703,0.703,7,4,5,4,5.94,5.41,58,42,8,3,6,5,20240405
Lamar,McNeese St,SLC,SLC,0.648,0.648,2,4,5,3,6.16,4.18,70,30,9,4,9,1,20240405
Auburn,Tennessee,SEC,SEC,0.857,0.857,9,5,5,7,5.28,7.74,35,65,11,1,11,0,20240405
Southern Indiana,Lindenwood,OVC,OVC,0.444,0.444,9,4,5,4,6.22,4.77,66,34,6,5,6,6,20240405
Louisiana Tech,MTSU,CUSA,CUSA,0.619,0.619,5,3,7,4,8.45,5.21,74,25,6,5,6,5,20240405
Austin Peay,Bellarmine,ASUN,ASUN,0.374,0.374,6,9,10,6,11.69,7.07,75,25,8,4,1,9,20240405
Tennessee Tech,Morehead St,OVC,OVC,0.444,0.444,2,9,6,7,6.91,7.79,47,52,9,3,6,4,20240405
Jacksonville,North Alabama,ASUN,ASUN,0.374,0.374,1,9,7,5,7.93,5.36,71,29,4,7,3,7,20240405
Bethune-Cookman,Jackson St,SWAC,SWAC,0.231,0.231,6,2,6,4,7.08,5.15,68,32,6,6,9,2,20240405
SIUE,TN Martin,OVC,OVC,0.444,0.444,8,3,6,5,7.03,6.87,54,46,2,9,4,6,20240405
SE Louisiana,Nicholls St,SLC,SLC,0.648,0.648,7,8,6,5,6.62,6.84,51,48,10,2,5,7,20240405
